,CNTSCHID,Region,STRATUM,LANGTEST,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT
493,72400497,72413,ESP9028,156.0,private,2.0,17.6176,599.0,0.72,1.0,34.0,1.0,0.3382,0.6618,0.0294,23.0,1.0,0.265,1.2805,1.528,0.2622,0.1571,13.64071,630.33976,9.90643
494,72400498,72404,ESP0407,160.0,public,3.0,8.2576,545.0,1.5385,1.0,66.0,1.0,,,,23.0,0.0,0.6299,0.436,0.6536,-0.1459,0.9042,2.16566,205.06237,1.57279
495,72400499,72416,ESP9035,451.0,public,3.0,8.2562,838.0,1.0,1.0,101.5,0.0296,0.9704,0.9704,0.0,23.0,2.0,1.2478,0.5116,0.1795,-0.1274,0.9042,1.90822,194.21669,1.38583
496,72400500,72416,ESP9036,,private,,,,,,,,,,,,,,,,,,3.28221,164.70088,2.38367
497,72400501,72409,ESP9018,156.0,private,2.0,19.5185,527.0,0.9091,1.0,27.0,,,0.2222,0.0,53.0,1.0,0.1,0.6676,-1.1906,0.2557,-1.0542,22.55227,1448.35419,16.37836
498,72400502,72411,ESP1122,474.0,private,2.0,15.95,319.0,0.8261,1.0,20.0,1.0,1.0,1.0,0.05,23.0,2.0,1.4783,-0.2968,-2.0719,-2.0409,0.9042,8.8381,199.71561,6.41858
499,72400503,72415,ESP9032,451.0,public,3.0,7.1,497.0,1.25,1.0,70.0,1.0,0.1357,0.8429,0.0143,53.0,0.0,0.1,-0.0097,-0.7912,-0.4321,0.9042,1.31844,103.22559,0.9575
500,72400504,72409,ESP9018,160.0,private,2.0,16.0196,817.0,1.0,1.0,51.0,,,0.1961,0.0,53.0,0.0,0.0259,-0.2968,-0.254,0.1055,0.9042,24.40082,1421.45899,17.72085
501,72400505,72403,ESP0306,156.0,private,1.0,15.8636,349.0,1.3333,1.0,22.0,1.0,0.9773,,0.0227,13.0,2.0,0.3066,0.0055,-1.6103,-0.137,0.287,6.69423,100.4135,4.86162
502,72400506,72409,ESP9017,160.0,public,3.0,12.0806,749.0,0.2359,1.0,62.0,,,0.0323,0.0,28.0,1.0,0.1,-1.4551,-0.1493,0.352,-1.0542,10.88411,1540.98358,7.90448
503,72400507,72401,ESP9002,156.0,private,2.0,16.9189,313.0,0.4545,1.0,18.5,1.0,1.0,1.0,0.0,23.0,3.0,-0.6344,1.0953,0.3685,-0.1274,-0.061,37.74379,1620.23586,27.41105
504,72400508,72403,ESP0305,156.0,public,3.0,8.6606,472.0,2.7692,1.0,54.5,,0.0734,,0.055,18.0,0.0,0.5916,0.43,0.8153,-0.1274,0.9042,1.68366,145.55803,1.22274
505,72400509,72407,ESP9013,156.0,public,3.0,11.4309,703.0,0.198,1.0,61.5,,,,,28.0,1.0,-0.2376,-0.5869,-2.0719,-0.7866,0.9042,3.6722,381.9216,2.6669
506,72400510,72404,ESP0407,160.0,public,3.0,8.4848,280.0,2.9016,1.0,33.0,1.0,1.0,1.0,0.0,48.0,3.0,1.9695,-0.1953,0.4008,-0.0484,0.9042,2.88754,219.76824,2.09705
507,72400511,72417,ESP1739,156.0,private,2.0,13.2143,370.0,1.4286,1.0,28.0,1.0,1.0,0.0357,0.0,23.0,1.0,-0.9432,-0.1776,-0.0155,-0.5173,0.9042,21.34345,376.0975,15.50047
508,72400512,72413,ESP9027,156.0,private,2.0,9.6857,678.0,0.625,1.0,70.0,,,,0.0143,28.0,0.0,-0.4907,0.2765,-1.1906,-0.8166,0.9042,1.0,43.03797,0.72624
509,72400513,72414,ESP1430,156.0,public,3.0,10.5938,678.0,0.3579,1.0,64.0,1.0,1.0,0.9688,0.0781,23.0,2.0,-0.0672,0.43,0.8035,0.2266,0.3009,2.91505,288.41621,2.11703
510,72400514,72412,ESP1224,156.0,private,2.0,16.1301,992.0,0.9821,1.0,61.5,,0.5691,0.4553,0.0163,53.0,1.0,-0.2376,-0.5869,-3.3785,-2.0409,0.9042,1.0,59.04096,0.72624
511,72400515,72413,ESP9028,156.0,private,2.0,,,,1.0,95.0,1.0,1.0,0.0105,0.0053,28.0,3.0,1.2478,0.6798,-0.2753,-0.5111,0.3009,5.58029,722.63793,4.05263
512,72400516,72408,ESP0815,156.0,public,3.0,10.0755,534.0,0.3289,1.0,53.0,1.0,1.0,0.0,0.0377,28.0,3.0,2.4611,0.6736,0.6058,0.6101,0.9042,3.87066,400.82254,2.81103
513,72400517,72404,ESP0407,160.0,public,3.0,9.9539,1080.0,0.7377,1.0,108.5,1.0,0.7097,0.2903,0.0,23.0,2.0,1.2478,1.5435,-0.1493,1.1607,0.9042,1.65003,238.96012,1.19831
514,72400518,72403,ESP0306,156.0,private,2.0,17.6,748.0,0.5769,1.0,42.5,1.0,1.0,0.1059,0.0706,28.0,3.0,-0.6884,-0.5869,-1.1906,-0.3913,0.9042,2.75645,145.59419,2.00184
515,72400519,72409,ESP9018,160.0,private,2.0,1.1515,38.0,1.0,1.0,33.0,1.0,0.7424,0.2576,0.0303,18.0,1.0,-1.4212,-0.4314,0.0645,-0.2812,-1.0389,32.35761,1402.48829,23.49939
516,72400520,72403,ESP0306,156.0,private,2.0,15.5701,833.0,0.2051,1.0,53.5,,,0.2243,0.0374,28.0,2.0,-1.4212,0.028,-0.0956,0.2266,0.9042,2.16275,141.13905,1.57068
517,72400521,72405,ESP0509,156.0,public,3.0,12.746,803.0,0.3636,1.0,63.0,1.0,0.9683,0.0317,0.0,28.0,1.0,1.4743,-1.4551,-0.0384,0.2266,-0.1661,2.75887,371.18839,2.0036
518,72400522,72402,ESP0203,156.0,public,3.0,9.6621,1058.0,0.8152,0.6667,109.5,1.0,1.0,1.0,0.0959,23.0,2.0,-0.6924,0.1055,0.8153,0.8378,0.9042,2.14535,235.5087,1.55804
519,72400523,72416,ESP9034,451.0,public,3.0,14.6047,314.0,1.0,0.5,21.5,0.093,0.8837,0.0465,0.0,13.0,1.0,1.6863,1.2744,1.5466,0.2266,0.9042,1.40909,39.14662,1.02334
520,72400524,72406,ESP0612,156.0,private,2.0,13.2,330.0,1.3636,1.0,25.0,1.0,0.0,0.0,0.0,23.0,3.0,-0.4526,0.2633,-0.8074,0.6479,-1.0542,3.52857,82.41735,2.56259
521,72400525,72411,ESP1121,474.0,public,3.0,10.8235,736.0,0.6444,1.0,68.0,1.0,0.8088,0.0588,0.1324,23.0,2.0,-0.4907,0.21,1.4126,-0.4415,0.3009,4.14206,427.97106,3.00813
522,72400526,72401,ESP0101,156.0,public,3.0,11.0718,1002.0,1.3462,1.0,90.5,0.9834,0.9945,0.9945,0.1105,28.0,3.0,0.2681,1.0815,0.1795,0.6101,0.9042,13.90786,1762.08758,10.10045
523,72400527,72413,ESP9029,156.0,private,1.0,14.2857,300.0,1.0,1.0,21.0,1.0,1.0,1.0,0.0476,23.0,1.0,-1.4212,-1.4551,-3.3785,-2.0409,0.81,8.41081,234.80554,6.10827
524,72400528,72406,ESP0612,156.0,private,2.0,17.15,343.0,1.2308,1.0,20.0,1.0,,,,28.0,0.0,-0.6884,-0.5869,-0.9148,-1.2225,-1.0542,1.76429,52.35634,1.2813
525,72400529,72410,ESP1019,156.0,public,3.0,8.6435,497.0,0.4918,1.0,57.5,1.0,1.0,1.0,0.0,23.0,1.0,0.0686,0.4613,0.8423,0.6101,0.9042,3.10513,213.02346,2.25507
526,72400530,72416,ESP9035,451.0,public,3.0,7.9535,684.0,0.5046,1.0,86.0,1.0,1.0,1.0,0.0814,23.0,0.0,0.4292,0.2633,0.4651,0.2266,0.287,2.29607,293.78285,1.6675
527,72400531,72402,ESP0204,156.0,private,2.0,,,,1.0,46.5,,0.9032,0.1505,0.0,23.0,1.0,-0.6884,0.4613,-1.6103,-1.2225,0.9042,4.77283,230.07348,3.46622
528,72400532,72416,ESP9034,451.0,public,3.0,5.8511,275.0,,,47.0,0.0,1.0,,0.0,18.0,0.0,1.0245,0.9813,1.9515,0.6015,-0.061,1.0,24.05487,0.72624
529,72400533,72413,ESP9027,156.0,private,1.0,1.1091,61.0,1.5082,0.6739,55.0,1.0,0.8909,0.0909,0.0182,28.0,3.0,0.1,0.4613,0.1795,-0.5079,0.9042,1.0,50.83076,0.72624
530,72400534,72408,ESP0816,156.0,private,2.0,19.4308,1263.0,0.4167,1.0,65.0,1.0,0.5,0.4538,0.0,53.0,0.0,-1.4212,-0.5869,-1.394,0.2266,0.9042,3.94545,380.39003,2.86534
531,72400535,72413,ESP9029,156.0,private,1.0,,1831.0,0.5385,1.0,,,,,,28.0,3.0,-1.4212,-1.4551,-3.3785,-2.0409,0.9042,1.51623,192.62043,1.10115
532,72400536,72410,ESP1019,156.0,public,3.0,6.3333,418.0,1.0,1.0,66.0,1.0,,,,23.0,1.0,1.6863,0.4991,0.1795,0.6015,-1.0542,4.80555,109.69978,3.48999
533,72400537,72416,ESP9034,451.0,public,3.0,9.1294,776.0,0.4274,1.0,85.0,0.0647,,,0.0,23.0,1.0,0.7922,0.889,0.8153,1.1337,0.9042,1.49427,33.27759,1.0852
534,72400538,72405,ESP0510,156.0,private,2.0,20.75,1162.0,0.3846,1.0,56.0,1.0,,,,23.0,1.0,-1.4212,-1.4551,-2.0719,-0.7767,0.9042,5.68064,379.14728,4.12551
535,72400539,72415,ESP1533,156.0,private,2.0,15.0364,827.0,0.8197,1.0,55.0,1.0,1.0,1.0,0.0364,28.0,3.0,-0.6884,-1.4551,-0.6199,0.2266,0.9042,1.0,132.0,0.72624
536,72400540,72415,ESP1533,156.0,private,,15.7983,940.0,0.625,1.0,59.5,,,,0.0588,28.0,1.0,-0.6884,0.4958,-1.4545,0.3951,0.9042,1.95389,121.88959,1.419
537,72400541,72417,ESP1739,156.0,private,2.0,15.1818,334.0,0.8696,1.0,22.0,1.0,0.8636,0.1364,0.0,23.0,2.0,-0.949,-0.5869,1.4233,-0.9138,0.9042,21.34345,469.55595,15.50047
538,72400542,72402,ESP0204,156.0,private,2.0,17.0783,982.0,0.5065,1.0,57.5,,,0.0174,0.0522,23.0,1.0,0.0574,1.0199,0.7745,0.613,0.3009,3.32652,227.69651,2.41585
539,72400543,72416,ESP9035,156.0,public,3.0,7.0275,383.0,0.6452,1.0,54.5,1.0,1.0,1.0,0.0183,23.0,0.0,-0.949,0.028,0.1795,-0.5079,0.9042,5.37637,318.09237,3.90454
540,72400544,72412,ESP1224,156.0,private,2.0,11.6774,181.0,1.0,1.0,15.5,0.5806,0.5806,0.0645,0.0,13.0,1.0,1.3065,0.6676,1.0148,-0.5205,0.9042,1.0,2.69565,0.72624
541,72400545,72406,ESP0611,156.0,public,3.0,8.3375,667.0,0.9091,1.0,80.0,1.0,1.0,1.0,0.0,18.0,1.0,0.265,1.3405,0.8544,1.2159,0.9042,1.98604,92.15575,1.44234
542,72400546,72409,ESP0918,160.0,private,2.0,11.4754,700.0,1.2329,0.8111,61.0,,,,,23.0,2.0,0.5994,-0.0719,-0.4146,-0.3479,-0.6385,19.846,1550.92243,14.41296
543,72400547,72404,ESP0408,156.0,private,1.0,16.2857,456.0,0.9429,1.0,28.0,0.6429,0.3214,0.0357,0.0,23.0,2.0,-0.2692,0.5116,-0.0384,-0.5205,-1.0542,5.01353,128.53841,3.64103
544,72400548,72409,ESP0918,156.0,private,1.0,11.0617,448.0,0.7714,1.0,40.5,1.0,0.6914,0.4444,0.0247,33.0,0.0,0.1,0.028,-3.3785,-0.7767,0.9042,35.43929,1224.96661,25.73743
545,72400549,72413,ESP9025,156.0,public,3.0,13.1382,808.0,0.7823,1.0,61.5,,,0.0813,,28.0,2.0,0.1,1.872,0.8825,0.29,-0.1868,2.4,363.32702,1.74298
546,72400550,72410,ESP9019,156.0,public,3.0,6.4906,172.0,1.5116,1.0,26.5,1.0,1.0,0.0377,0.0,23.0,0.0,-0.6844,0.0131,-0.5182,-0.1274,0.9042,3.80818,207.95225,2.76565
547,72400551,72401,ESP9002,156.0,private,2.0,17.5949,695.0,0.4262,1.0,39.5,0.0,0.0,0.0,0.0,33.0,0.0,0.265,0.028,-0.1692,-0.1274,0.9042,32.15212,1697.12329,23.35016
548,72400552,72403,ESP0306,156.0,private,2.0,18.8098,1928.0,1.0584,1.0,102.5,0.0,0.0,0.0,0.0195,28.0,1.0,-0.6884,0.8371,-0.0956,-0.5079,0.9042,1.08138,143.35846,0.78534
549,72400553,72417,ESP1738,156.0,public,3.0,11.0638,780.0,0.2521,1.0,70.5,1.0,1.0,1.0,0.0709,28.0,0.0,2.9595,2.1075,0.6405,-0.4289,-1.0542,8.4164,913.36252,6.11232
550,72400554,72411,ESP9022,156.0,private,1.0,16.087,370.0,0.5455,1.0,23.0,1.0,1.0,0.0,0.0,23.0,1.0,-1.4212,0.2765,-1.1401,-1.2225,0.9042,8.8381,223.72382,6.41858
551,72400555,72410,ESP1020,156.0,private,2.0,17.9487,350.0,1.5714,1.0,19.5,0.0,0.9487,0.0513,0.0,13.0,0.0,-0.6344,0.8567,-0.9664,-1.2401,0.9042,4.85256,118.53997,3.52413
552,72400556,72404,ESP0407,156.0,public,3.0,7.8814,465.0,0.2727,1.0,59.0,1.0,1.0,,,23.0,0.0,0.2681,0.8371,0.1795,0.2266,0.1571,2.44592,180.83772,1.77633
553,72400557,72408,ESP9015,156.0,public,3.0,13.0337,1160.0,0.3846,1.0,89.0,1.0,0.2697,0.7079,0.0225,28.0,1.0,0.6635,-0.2968,-1.3196,-0.4071,0.9042,2.92585,221.03113,2.12487
554,72400558,72402,ESP0204,156.0,private,1.0,16.1356,952.0,0.3125,1.0,59.0,1.0,1.0,0.3136,0.0339,18.0,0.0,0.4698,0.6231,-1.6103,-2.0409,0.9042,3.13643,219.0559,2.2778
555,72400559,72412,ESP1224,,private,,,,,,,,,,,,,,,,,,1.0,43.4386,0.72624
556,72400560,72403,ESP0306,156.0,private,2.0,13.2766,312.0,0.75,1.0,23.5,0.7872,,0.1702,0.0426,28.0,1.0,-0.2376,0.1893,-2.0719,-1.2401,0.9042,3.34712,93.45502,2.43081
557,72400561,72415,ESP1532,156.0,public,3.0,,,,,,,,,,,,-0.3123,0.9947,,,,1.07859,177.88769,0.78332
558,72400562,72412,ESP1223,156.0,public,2.0,10.3846,405.0,0.7407,1.0,39.0,1.0,0.7692,0.7692,0.0256,18.0,0.0,0.265,-1.4551,0.1795,-0.1274,-0.1764,1.0,36.65219,0.72624
559,72400563,72414,ESP1430,156.0,public,3.0,11.5122,708.0,0.9341,1.0,61.5,1.0,1.0,0.935,,23.0,3.0,-0.949,-1.4551,-0.9664,-0.4289,0.9042,3.16976,364.96935,2.30201
560,72400564,72409,ESP0917,160.0,public,3.0,9.8025,397.0,1.6667,1.0,40.5,1.0,1.0,0.1852,0.0247,53.0,2.0,0.1,0.5402,0.4363,1.6459,0.9042,24.08778,1369.52798,17.49351
561,72400565,72402,ESP0203,156.0,public,3.0,13.8222,1244.0,0.3333,1.0,90.0,1.0,1.0,1.0,1.0,28.0,2.0,0.8006,0.6001,3.441,3.7879,0.9042,1.48302,200.42841,1.07703
562,72400566,72409,ESP9018,160.0,private,3.0,16.7176,1095.0,0.7292,1.0,65.5,1.0,0.5038,0.5267,0.0611,53.0,2.0,-1.4212,-1.4551,-0.4764,-1.0646,0.9042,15.34485,1495.96656,11.14404
563,72400567,72413,ESP9025,156.0,public,3.0,12.7347,624.0,0.1773,1.0,49.0,1.0,0.051,0.8878,0.0612,28.0,1.0,0.7566,1.5683,0.8483,1.8674,0.9042,2.64774,409.94718,1.9229
564,72400568,72407,ESP9013,156.0,public,3.0,7.7465,275.0,0.625,1.0,35.5,1.0,1.0,0.0986,0.0,43.0,0.0,-0.6344,-0.2968,0.1795,0.6479,0.1571,7.27512,341.09248,5.28348
565,72400569,72413,ESP9028,,private,,,,,,,,,,,,,,,,,,13.89808,604.49828,10.09335
566,72400570,72416,ESP9036,156.0,private,,,,,1.0,,,,,,18.0,0.0,1.2435,-0.1776,-0.7293,-1.419,0.9042,6.56442,73.86496,4.76734
567,72400571,72419,ESP9043,156.0,private,2.0,,,,,,,,,,28.0,2.0,-0.4839,0.4613,-3.3785,-0.7624,0.9042,1.0,54.79472,0.72624
568,72400572,72413,ESP9027,156.0,private,1.0,14.2132,1400.0,0.48,1.0,98.5,1.0,0.7107,0.2893,0.0152,23.0,2.0,-0.6884,-0.5869,-2.0719,-2.0409,0.9042,1.0,76.57633,0.72624
569,72400573,72411,ESP1121,474.0,public,3.0,8.6909,478.0,1.5789,1.0,55.0,1.0,0.9455,1.0,0.0545,18.0,1.0,0.2681,1.872,0.1795,1.4873,-1.6816,9.46756,342.56477,6.87572
570,72400574,72414,ESP1430,156.0,public,3.0,9.7959,720.0,1.6585,1.0,73.5,1.0,,,,28.0,1.0,0.0259,-1.4551,1.4233,-1.2225,-1.0542,3.40089,307.79583,2.46986
571,72400575,72415,ESP1532,156.0,public,3.0,8.0323,249.0,0.0909,1.0,31.0,1.0,1.0,0.9677,0.0,23.0,0.0,0.6635,0.9088,-0.4684,0.2655,-0.3006,2.00578,118.15376,1.45668
572,72400576,72415,ESP1533,451.0,private,2.0,15.3333,1587.0,1.2097,1.0,103.5,,1.0,,0.029,,2.0,0.1,0.2633,-0.5887,-0.1274,0.9042,1.0455,112.90087,0.75929
573,72400577,72416,ESP9037,451.0,private,2.0,,,,1.0,,,,,,53.0,2.0,0.2681,0.8371,0.1795,-0.137,0.9042,1.256,92.59425,0.91216
574,72400579,72410,ESP1019,156.0,public,3.0,11.5192,1198.0,0.3896,1.0,104.0,1.0,1.0,0.0,0.0481,53.0,3.0,-1.4212,-1.4551,-1.4545,-0.1263,-0.1764,2.62121,199.34361,1.90363
575,72400580,72416,ESP9034,451.0,public,3.0,5.679,230.0,0.7273,1.0,40.5,1.0,1.0,0.8519,0.1111,18.0,2.0,0.633,0.8371,1.3243,-1.2943,0.9042,1.49427,32.3994,1.0852
576,72400581,72416,ESP9036,156.0,private,2.0,14.087,810.0,2.0,1.0,57.5,0.0957,0.4435,0.6261,0.0,23.0,0.0,-0.0703,0.0935,-0.6983,-0.1274,0.9042,6.56442,119.17143,4.76734
577,72400582,72412,ESP9024,156.0,private,2.0,15.8537,650.0,1.0,1.0,41.0,1.0,1.0,0.0,0.0,28.0,1.0,-1.4212,-0.5869,-1.1401,-1.419,0.9042,1.0,52.01108,0.72624
578,72400583,72415,ESP1533,156.0,private,2.0,15.225,609.0,0.9259,1.0,40.0,1.0,1.0,,0.0,53.0,0.0,-1.4212,0.2765,-1.5397,-1.2225,0.9042,2.16705,112.26663,1.5738
579,72400584,72413,ESP9025,156.0,public,3.0,12.7674,549.0,0.3883,1.0,43.0,1.0,0.9302,0.0,0.0698,28.0,0.0,0.4292,1.5683,-0.7293,0.9355,-0.1764,4.56,413.85659,3.31165
580,72400585,72407,ESP9013,156.0,public,3.0,8.5079,268.0,1.0351,0.5763,31.5,1.0,1.0,,0.0,28.0,1.0,-0.949,0.028,-0.3856,-2.0409,-1.0542,4.53625,329.42343,3.29441
581,72400586,72406,ESP0611,156.0,public,3.0,7.3019,387.0,0.9111,1.0,53.0,,,,,23.0,1.0,-1.4212,0.5185,-1.2585,0.2499,0.9042,1.93986,101.98963,1.4088
582,72400587,72416,ESP9034,156.0,public,3.0,6.0833,219.0,0.8333,1.0,36.0,1.0,1.0,0.0,0.0,13.0,1.0,1.7773,0.8371,0.8661,-1.2943,0.9042,1.0,72.1667,0.72624
583,72400588,72404,ESP0407,160.0,public,3.0,11.5568,1069.0,0.7042,1.0,92.5,1.0,1.0,0.9459,0.0108,28.0,0.0,0.4698,0.7544,-0.195,0.1055,-1.0542,1.46411,185.17344,1.06329
584,72400589,72409,ESP0917,160.0,public,3.0,,,,,,,,,,28.0,2.0,0.1,0.661,0.532,-0.0127,0.9042,18.59943,1343.82674,13.50765
585,72400590,72409,ESP9018,160.0,private,2.0,14.9407,1763.0,0.5385,1.0,118.0,1.0,1.0,1.0,0.0254,33.0,2.0,-1.4212,-1.4551,-1.0579,-0.8716,0.9042,11.36221,1493.62477,8.2517
586,72400591,72413,ESP9025,156.0,public,3.0,15.7705,962.0,1.0989,1.0,61.0,1.0,1.0,1.0,0.1311,28.0,1.0,0.8006,0.6231,0.5515,1.1913,0.9042,5.7,403.55303,4.13957
587,72400592,72407,ESP9013,156.0,public,3.0,7.6,399.0,0.6061,1.0,52.5,1.0,1.0,0.8762,0.0381,18.0,0.0,-1.4212,0.2833,0.1795,0.933,-1.0542,7.27512,344.06149,5.28348
588,72400593,72404,ESP9008,160.0,private,2.0,,,,,,,,,,,,1.0283,0.1757,0.0645,0.352,-0.6263,1.52586,222.22215,1.10814
589,72400594,72412,ESP1223,156.0,public,3.0,13.064,1326.0,0.5233,1.0,101.5,1.0,1.0,,,23.0,0.0,-0.0672,1.3635,1.2033,1.2182,-1.5648,1.0,68.63644,0.72624
590,72400595,72403,ESP0306,156.0,private,2.0,14.411,526.0,0.9583,1.0,36.5,1.0,1.0,0.1233,0.0,48.0,0.0,1.2478,1.0953,0.8153,0.0071,0.3009,3.34712,122.60959,2.43081
591,72400596,72416,ESP9035,156.0,public,3.0,8.0621,649.0,1.1494,1.0,80.5,1.0,0.9565,0.0,0.0,23.0,0.0,-1.4212,-0.1953,0.4651,0.5365,0.9042,3.10348,302.48803,2.25387
592,72400597,72418,ESP9040,156.0,public,3.0,12.5439,1430.0,0.6452,1.0,114.0,,,0.0,0.0,33.0,0.0,,,-0.079,0.2785,0.9042,1.0,144.77066,0.72624
593,72400598,72407,ESP9014,156.0,private,2.0,17.7068,1691.0,1.3986,1.0,95.5,1.0,0.5026,0.4974,0.0105,53.0,1.0,-1.4212,-0.5869,-0.8074,-0.1274,0.1571,2.52855,337.38408,1.83634
594,72400599,72412,ESP1224,156.0,private,2.0,14.8837,960.0,0.6944,1.0,64.5,1.0,0.6202,0.3798,0.0,28.0,2.0,-1.4212,-1.4551,-2.0719,-1.2225,0.9042,1.0,72.67517,0.72624
595,72400600,72406,ESP0612,,private,,,,,,,,,,,,,,,,,,1.19516,73.22674,0.86797
596,72400601,72415,ESP1533,156.0,private,2.0,12.5946,233.0,1.1765,1.0,18.5,1.0,1.0,,,23.0,0.0,1.2478,0.21,-2.0719,-0.7767,0.9042,2.48307,122.80593,1.80331
597,72400602,72419,ESP1942,156.0,public,3.0,14.601,1482.0,3.4091,1.0,101.5,1.0,1.0,,,33.0,0.0,2.1284,1.5435,1.2033,0.6101,-1.0542,1.0,155.80164,0.72624
598,72400603,72407,ESP9014,156.0,private,2.0,17.9245,950.0,0.3889,1.0,53.0,1.0,0.9811,0.0,0.0189,23.0,2.0,-1.4212,0.6676,0.0921,-0.4985,0.9042,6.77461,266.71533,4.91999
599,72400604,72416,ESP9037,451.0,private,2.0,1.2195,50.0,1.0,1.0,41.0,1.0,0.8049,0.2073,0.0,48.0,0.0,0.265,-0.5869,-0.9148,-0.1274,0.3009,3.08823,154.00191,2.24279
600,72400605,72417,ESP1739,608.0,private,2.0,16.5143,578.0,0.9444,1.0,35.0,,,,,28.0,1.0,-0.6483,0.1683,0.1142,-0.1274,0.9042,9.85082,856.84339,7.15406
601,72400606,72408,ESP0815,156.0,public,3.0,8.3333,125.0,0.9,1.0,15.0,,,,0.1333,28.0,1.0,1.57,-0.2968,-1.3838,-0.5205,0.9042,8.84722,274.56481,6.42521
602,72400607,72411,ESP1121,474.0,public,3.0,9.7778,352.0,1.0,1.0,36.0,1.0,1.0,0.0,0.0278,18.0,1.0,-1.4212,-1.4551,0.8483,-0.1695,-0.4859,7.22977,381.19967,5.25055
603,72400608,72408,ESP0815,156.0,public,3.0,11.1556,753.0,0.2778,1.0,67.5,1.0,1.0,0.0889,0.0148,28.0,1.0,0.7889,0.8371,-1.0283,-0.1662,0.287,3.95301,364.56003,2.87084
604,72400609,72407,ESP9014,156.0,private,2.0,13.5254,798.0,0.2857,1.0,59.0,1.0,0.9915,0.9915,0.0,28.0,0.0,0.265,0.6736,-0.1692,0.6101,0.9042,6.2992,365.3207,4.57473
605,72400610,72408,ESP0815,156.0,public,3.0,7.0638,166.0,0.9459,1.0,23.5,1.0,1.0,0.1064,0.0851,23.0,0.0,2.1904,-0.2968,-0.3856,-0.1274,0.9042,8.84722,283.05096,6.42521
606,72400611,72411,ESP1122,156.0,private,1.0,15.6615,509.0,1.0526,1.0,32.5,1.0,0.8923,0.1846,,18.0,2.0,-1.4212,-1.4551,-3.3785,-2.0409,-0.3006,8.8381,186.24277,6.41858
607,72400612,72415,ESP9032,156.0,public,3.0,9.4872,925.0,0.1449,1.0,97.5,1.0,1.0,1.0,0.1026,28.0,1.0,1.7737,2.1075,1.2637,1.6642,-1.0542,1.07859,152.3688,0.78332
608,72400613,72403,ESP0305,156.0,public,3.0,10.1818,728.0,1.0753,1.0,71.5,0.049,0.951,0.0,0.0,23.0,1.0,0.4292,1.0953,0.1795,-0.3913,0.9042,1.55556,148.36356,1.12971
609,72400614,72415,ESP1532,156.0,public,3.0,7.2857,153.0,2.1111,1.0,21.0,0.5714,1.0,0.881,0.0476,13.0,1.0,-1.4212,-1.4551,-0.9505,-1.2401,0.9042,2.91316,62.53086,2.11565
610,72400615,72404,ESP0407,156.0,public,3.0,10.0629,800.0,0.2222,1.0,79.5,1.0,,,,28.0,0.0,1.0245,1.609,0.9104,1.6014,-1.0542,1.77695,217.38677,1.29049
611,72400617,72416,ESP9037,,private,,,,,,,,,,,,,,,,,,3.17922,83.16943,2.30888
612,72400618,72413,ESP9025,156.0,public,3.0,13.0093,696.0,0.6075,1.0,53.5,1.0,1.0,0.9626,,28.0,0.0,0.265,0.028,-0.0956,0.2266,0.9042,3.1814,438.59351,2.31046
613,72400619,72410,ESP1019,156.0,public,3.0,9.0928,441.0,0.5263,1.0,48.5,0.9897,0.9897,0.9278,0.0206,23.0,2.0,0.265,0.43,0.3235,0.9355,0.9042,2.12456,213.82276,1.54294
614,72400620,72415,ESP1532,156.0,public,3.0,6.9388,170.0,0.7895,0.5333,24.5,1.0,1.0,0.8163,0.0408,13.0,0.0,0.3096,-0.1953,0.1795,-0.1274,-0.1764,2.91316,109.53792,2.11565
615,72400621,72415,ESP1532,156.0,public,3.0,7.5435,694.0,2.9747,1.0,92.0,0.9348,1.0,0.087,0.0652,23.0,0.0,-1.4212,0.43,0.3762,-0.3786,-0.9563,1.14647,116.13292,0.83261
616,72400622,72413,ESP9028,156.0,private,2.0,1.0,107.0,,0.5,112.5,1.0,1.0,0.9956,0.0222,33.0,1.0,0.1,0.6736,0.4651,1.6277,0.9042,7.15144,759.20901,5.19366
617,72400623,72417,ESP1739,156.0,private,2.0,14.3667,431.0,0.6667,1.0,30.0,1.0,0.4,0.6,0.0167,28.0,2.0,0.4668,0.2964,-1.5397,-2.0409,0.9042,21.34345,700.60056,15.50047
618,72400624,72403,ESP0305,156.0,public,3.0,10.5887,1223.0,0.2717,1.0,115.5,1.0,0.7706,0.1126,0.0519,18.0,0.0,1.6863,0.6736,0.1795,0.6101,0.9042,1.85859,142.53638,1.34978
619,72400625,72411,ESP9021,474.0,public,3.0,12.3582,828.0,0.8081,1.0,67.0,1.0,1.0,1.0,0.0299,28.0,0.0,0.8006,0.5734,0.5515,0.2266,0.9042,3.34149,397.6914,2.42673
620,72400626,72401,ESP9002,156.0,private,,,,,,,,,,,,,,,,,,17.53752,1763.23765,12.73645
621,72400627,72417,ESP9038,608.0,public,3.0,9.7857,685.0,1.5385,0.9,70.0,1.0,1.0,0.0714,0.0286,53.0,3.0,-0.0672,0.1825,0.1795,1.1337,0.9042,13.27657,994.07916,9.64198
